gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP,manual1,manual2,COG_functionname_curated
prc,rca-sector,tail-specific protease,,,,IM,other,"Posttranslational modification, protein turnover, chaperones",O,COG0793,no,,,"Posttranslational modification, protein turnover, chaperones"
preA,rca-sector,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,,,,CP,,Nucleotide transport and metabolism,F,COG0167,no,,,Nucleotide transport and metabolism
preT,s-sector,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,,,,CP,,notdefined,ER,COG0493,yes,,,notdefined
prfA,ra-sector,peptide chain release factor RF1,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0216,no,,,"Translation, ribosomal structure and biogenesis"
prfB,r-sector,peptide chain release factor RF2,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1186,no,,,"Translation, ribosomal structure and biogenesis"
prfC,r-sector,peptide chain release factor RF3,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG4108,no,,,"Translation, ribosomal structure and biogenesis"
prfH,a-sector,putative peptide chain release factor,,,,CP,,notdefined,notdefined,,no,,,notdefined
priA,r-sector,primosome factor N',,,,CP,,"Replication, recombination and repair",L,COG1198,no,,,"Replication, recombination and repair"
priB,r-sector,primosomal replication protein N,,,,CP,,"Replication, recombination and repair",L,COG2965,no,,,"Replication, recombination and repair"
priC,rca-sector,primosomal replication protein N'',,,,CP,,"Replication, recombination and repair",L,COG3923,no,,,"Replication, recombination and repair"
prkB,s-sector,putative phosphoribulokinase,,,,CP,,Carbohydrate transport and metabolism,G,COG3954,no,,,Carbohydrate transport and metabolism
prlC,a-sector,oligopeptidase A,,,,CP,,Amino acid transport and metabolism,E,COG0339,no,,,Amino acid transport and metabolism
prlF,s-sector,antitoxin PrlF,,,,CP,,notdefined,KV,COG2002,no,,,notdefined
prmA,u-sector,methyltransferase for 50S ribosomal subunit protein L11,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2264,no,,,"Translation, ribosomal structure and biogenesis"
prmB,a-sector,50S ribosomal subunit protein L3 <i>N</i><sup>5</sup>-glutamine methyltransferase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2890,no,,,"Translation, ribosomal structure and biogenesis"
prmC,ra-sector,EG12424-MONOMER,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2890,no,,,"Translation, ribosomal structure and biogenesis"
proA,ra-sector,glutamate-5-semialdehyde dehydrogenase,,,,CP,,Amino acid transport and metabolism,E,COG0014,no,,,Amino acid transport and metabolism
proB,ra-sector,glutamate 5-kinase,,,,CP,,Amino acid transport and metabolism,E,COG0263,no,,,Amino acid transport and metabolism
proC,a-sector,pyrroline-5-carboxylate reductase,,,,CP,,Amino acid transport and metabolism,E,COG0345,no,,,Amino acid transport and metabolism
proP,ra-sector,osmolyte:H<sup>+</sup> symporter ProP,,,,IM,transporter,notdefined,GEPR,COG0477,yes,,,notdefined
proQ,ra-sector,RNA chaperone ProQ,,,,CP,,Signal transduction mechanisms,T,COG3109,no,,,Signal transduction mechanisms
proS,r-sector,proline&mdash;tRNA ligase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0442,no,,,"Translation, ribosomal structure and biogenesis"
proV,s-sector,glycine betaine ABC transporter ATP binding subunit ProV,,,,CP,,Inorganic ion transport and metabolism,P,COG2239,no,,,Inorganic ion transport and metabolism
proW,s-sector,glycine betaine ABC transporter membrane subunit ProW,,,,IM,transporter,Amino acid transport and metabolism,E,COG4176,no,,,Amino acid transport and metabolism
proX,s-sector,glycine betaine ABC transporter periplasmic binding protein ProX,,,,PE,transporter,Amino acid transport and metabolism,E,COG2113,no,,,Amino acid transport and metabolism
proY,ra-sector,putative transporter ProY,,,,IM,transporter,Amino acid transport and metabolism,E,COG1113,no,,,Amino acid transport and metabolism
prpB,rca-sector,2-methylisocitrate lyase,,,,CP,,Carbohydrate transport and metabolism,G,COG2513,yes,,,Carbohydrate transport and metabolism
prpC,rca-sector,2-methylcitrate synthase,,,,CP,,Energy production and conversion,C,COG0372,no,,,Energy production and conversion
prpD,rca-sector,G6199-MONOMER,,,,CP,,Carbohydrate transport and metabolism,G,COG2079,no,,,Carbohydrate transport and metabolism
prpE,rca-sector,propionyl-CoA synthetase,,,,CP,,Lipid transport and metabolism,I,COG0365,no,,,Lipid transport and metabolism
prpR,rca-sector,DNA-binding transcriptional dual regulator PrpR,,,,CP,,notdefined,KT,COG3829,yes,,,notdefined
prs,rca-sector,PRPPSYN-MONOMER,,,,CP,,notdefined,FE,COG0462,no,,,notdefined
psd,s-sector,"phosphatidylserine decarboxylase proenzyme // ""phosphatidylserine decarboxylase, &beta; subunit"" // ""phosphatidylserine decarboxylase, &alpha; subunit""",,,,CP,,Lipid transport and metabolism,I,COG0688,no,,,Lipid transport and metabolism
psiE,a-sector,putative phosphate starvation-inducible protein,,,,IM,other,General function prediction only,R,COG3223,yes,,,General function prediction only
psiF,rca-sector,PsiF family protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
pspA,ra-sector,phage shock protein A,,,,CP,,notdefined,KT,COG1842,no,,,notdefined
pspB,rca-sector,phage shock protein B,,,,IM,other,notdefined,notdefined,,no,,,notdefined
pspC,rca-sector,phage shock protein C,,,,IM,other,notdefined,KT,COG1983,no,,,notdefined
pspD,rca-sector,phage shock protein D,,,,IM,other,notdefined,notdefined,,no,,,notdefined
pspE,rca-sector,thiosulfate sulfurtransferase PspE,,,,PE,other,Inorganic ion transport and metabolism,P,COG0607,no,,,Inorganic ion transport and metabolism
pspF,u-sector,DNA-binding transcriptional dual regulator PspF,,,,CP,,notdefined,KT,COG1221,no,,,notdefined
pspG,rca-sector,phage shock protein G,,,,CP,,notdefined,notdefined,,no,,,notdefined
pssA,s-sector,phosphatidylserine synthase,,,,CP,,Lipid transport and metabolism,I,COG1502,no,,,Lipid transport and metabolism
pstA,ra-sector,phosphate ABC transporter membrane subunit PstA,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0581,no,,,Inorganic ion transport and metabolism
pstB,ra-sector,phosphate ABC transporter ATP binding subunit,,,,CP,,Inorganic ion transport and metabolism,P,COG1117,no,,,Inorganic ion transport and metabolism
pstC,rca-sector,phosphate ABC transporter membrane subunit PstC,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0573,no,,,Inorganic ion transport and metabolism
pstS,rca-sector,phosphate ABC transporter periplasmic binding protein,,,,PE,transporter,Inorganic ion transport and metabolism,P,COG0226,no,,,Inorganic ion transport and metabolism
psuG,s-sector,pseudouridine-5'-phosphate glycosidase,,,,CP,,Nucleotide transport and metabolism,F,COG2313,no,,,Nucleotide transport and metabolism
psuK,rca-sector,putative pseudouridine kinase,,,,CP,,Carbohydrate transport and metabolism,G,COG0524,yes,,,Carbohydrate transport and metabolism
psuT,rca-sector,YEIM-MONOMER,,,,IM,transporter,Nucleotide transport and metabolism,F,COG1972,no,,,Nucleotide transport and metabolism
pta,ra-sector,phosphate acetyltransferase,,,,CP,,Energy production and conversion,C,COG0280,no,,,Energy production and conversion
pth,s-sector,peptidyl-tRNA hydrolase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0193,no,,,"Translation, ribosomal structure and biogenesis"
ptrA,s-sector,protease 3,,,,PE,other,"Posttranslational modification, protein turnover, chaperones",O,COG1025,no,,,"Posttranslational modification, protein turnover, chaperones"
ptrB,s-sector,oligopeptidase B,,,,CP,,Amino acid transport and metabolism,E,COG1770,no,,,Amino acid transport and metabolism
ptsA,s-sector,putative PTS multiphosphoryl transfer protein PtsA,,,,CP,,Carbohydrate transport and metabolism,G,COG1080,no,,,Carbohydrate transport and metabolism
ptsG,u-sector,"EIIBC<sup>glc</sup> - phosphorylated // ""glucose-specific PTS enzyme IIBC component""",,,,IM,transporter,Carbohydrate transport and metabolism,G,COG1263,yes,,,Carbohydrate transport and metabolism
ptsH,a-sector,"HPr - phosphorylated // ""phosphocarrier protein HPr""",,,,CP,,notdefined,TG,COG1925,yes,,,notdefined
ptsI,a-sector,PTS enzyme I,,,,CP,,Carbohydrate transport and metabolism,G,COG1080,yes,,,Carbohydrate transport and metabolism
ptsN,s-sector,"PtsN-phosphorylated // ""phosphotransferase system enzyme IIA(Ntr)""",,,,CP,,notdefined,GT,COG1762,no,,,notdefined
ptsP,a-sector,"PtsP-phosphorylated // ""phosphoenolpyruvate-protein phosphotransferase PtsP""",,,,CP,,Signal transduction mechanisms,T,COG3605,no,,,Signal transduction mechanisms
purA,a-sector,adenylosuccinate synthetase,,,,CP,,Nucleotide transport and metabolism,F,COG0104,no,,,Nucleotide transport and metabolism
purB,u-sector,adenylosuccinate lyase,,,,CP,,Nucleotide transport and metabolism,F,COG0015,no,,,Nucleotide transport and metabolism
purC,r-sector,phosphoribosylaminoimidazole-succinocarboxamide synthase,,,,CP,,Nucleotide transport and metabolism,F,COG0152,no,,,Nucleotide transport and metabolism
purD,u-sector,GLYCRIBONUCSYN-MONOMER,,,,CP,,Nucleotide transport and metabolism,F,COG0151,no,,,Nucleotide transport and metabolism
purE,r-sector,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,,,,CP,,Nucleotide transport and metabolism,F,COG0041,no,,,Nucleotide transport and metabolism
purF,r-sector,amidophosphoribosyltransferase,,,,CP,,Nucleotide transport and metabolism,F,COG0034,no,,,Nucleotide transport and metabolism
purH,u-sector,bifunctional AICAR transformylase/IMP cyclohydrolase,,,,CP,,Nucleotide transport and metabolism,F,COG0138,no,,,Nucleotide transport and metabolism
purK,r-sector,5-(carboxyamino)imidazole ribonucleotide synthase,,,,CP,,Nucleotide transport and metabolism,F,COG0026,no,,,Nucleotide transport and metabolism
purL,r-sector,FGAMSYN-MONOMER,,,,CP,,Nucleotide transport and metabolism,F,COG0046,no,,,Nucleotide transport and metabolism
purM,r-sector,phosphoribosylformylglycinamide cyclo-ligase,,,,CP,,Nucleotide transport and metabolism,F,COG0150,yes,,,Nucleotide transport and metabolism
purN,r-sector,phosphoribosylglycinamide formyltransferase 1,,,,CP,,Nucleotide transport and metabolism,F,COG0299,no,,,Nucleotide transport and metabolism
purR,r-sector,DNA-binding transcriptional repressor PurR,,,,CP,,Transcription,K,COG1609,no,,,Transcription
purT,r-sector,phosphoribosylglycinamide formyltransferase 2,,,,CP,,Nucleotide transport and metabolism,F,COG0027,no,,,Nucleotide transport and metabolism
purU,a-sector,formyltetrahydrofolate deformylase,,,,CP,,Nucleotide transport and metabolism,F,COG0788,no,,,Nucleotide transport and metabolism
putA,rca-sector,fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA,,,,CP,,Amino acid transport and metabolism,E,COG0506,no,,,Amino acid transport and metabolism
putP,c-sector,proline:Na<sup>+</sup> symporter,,,,IM,other,Amino acid transport and metabolism,E,COG0591,yes,,,Amino acid transport and metabolism
puuA,rca-sector,glutamate-putrescine ligase,,,,CP,,Amino acid transport and metabolism,E,COG0174,no,,,Amino acid transport and metabolism
puuB,rc-sector,&gamma;-glutamylputrescine oxidase,,,,CP,,Amino acid transport and metabolism,E,COG0665,no,,,Amino acid transport and metabolism
puuC,s-sector,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,,,,CP,,Energy production and conversion,C,COG1012,no,,,Energy production and conversion
puuD,rca-sector,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase,,,,CP,,Amino acid transport and metabolism,E,COG2071,no,,,Amino acid transport and metabolism
puuE,rca-sector,4-aminobutyrate aminotransferase PuuE,,,,CP,,Amino acid transport and metabolism,E,COG0160,no,,,Amino acid transport and metabolism
puuP,s-sector,B1296-MONOMER,,,,IM,other,Amino acid transport and metabolism,E,COG0531,no,,,Amino acid transport and metabolism
puuR,rca-sector,DNA-binding transcriptional repressor PuuR,,,,CP,,Transcription,K,COG1396,no,,,Transcription
pykA,s-sector,pyruvate kinase II,,,,CP,,Carbohydrate transport and metabolism,G,COG0469,no,,,Carbohydrate transport and metabolism
pykF,u-sector,pyruvate kinase I,,,,CP,,Carbohydrate transport and metabolism,G,COG0469,no,,,Carbohydrate transport and metabolism
pyrB,u-sector,aspartate carbamoyltransferase catalytic subunit,,,,CP,,Nucleotide transport and metabolism,F,COG0540,no,,,Nucleotide transport and metabolism
pyrC,a-sector,dihydroorotase,,,,CP,,Nucleotide transport and metabolism,F,COG0418,no,,,Nucleotide transport and metabolism
pyrD,u-sector,"dihydroorotate dehydrogenase, type 2",,,,CP,,Nucleotide transport and metabolism,F,COG0167,no,,,Nucleotide transport and metabolism
pyrE,u-sector,orotate phosphoribosyltransferase,,,,CP,,Nucleotide transport and metabolism,F,COG0461,no,,,Nucleotide transport and metabolism
pyrF,r-sector,orotidine-5'-phosphate decarboxylase,,,,CP,,Nucleotide transport and metabolism,F,COG0284,no,,,Nucleotide transport and metabolism
pyrG,a-sector,CTP synthetase,,,,CP,,Nucleotide transport and metabolism,F,COG0504,no,,,Nucleotide transport and metabolism
pyrH,ra-sector,UMP kinase,,,,CP,,Nucleotide transport and metabolism,F,COG0528,no,,,Nucleotide transport and metabolism
pyrI,u-sector,"aspartate carbamoyltransferase, PyrI subunit",,,,CP,,Nucleotide transport and metabolism,F,COG1781,no,,,Nucleotide transport and metabolism
pyrL,s-sector,<i>pyrBI</i> operon leader peptide,,,,CP,,notdefined,notdefined,,no,,,notdefined
qmcA,s-sector,PHB domain-containing protein,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0330,no,,,"Posttranslational modification, protein turnover, chaperones"
qor,s-sector,,,,,CP,,notdefined,CR,COG0604,no,,,notdefined
qorB,s-sector,NAD(P)H:quinone oxidoreductase,,,,CP,,General function prediction only,R,COG0702,no,,,General function prediction only
qseB,rca-sector,"Phosphorylated DNA-binding transcriptional activator QseB // ""DNA-binding transcriptional activator QseB""",,,,CP,,notdefined,TK,COG0745,no,,,notdefined
qseC,rca-sector,"sensory histidine kinase QseC - phosphorylated // ""sensory histidine kinase QseC""",,,,IM,other,Signal transduction mechanisms,T,COG0642,no,,,Signal transduction mechanisms
queA,ra-sector,EG10812-MONOMER,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0809,no,,,"Translation, ribosomal structure and biogenesis"
queC,a-sector,7-cyano-7-deazaguanine synthase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0603,no,,,"Translation, ribosomal structure and biogenesis"
queD,ra-sector,"6-carboxy-5,6,7,8-tetrahydropterin synthase",,,,CP,,Coenzyme transport and metabolism,H,COG0720,no,,,Coenzyme transport and metabolism
queE,ra-sector,putative 7-carboxy-7-deazaguanine synthase QueE,,,,CP,,General function prediction only,R,COG0602,no,,,General function prediction only
queF,u-sector,7-cyano-7-deazaguanine reductase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0780,no,,,"Translation, ribosomal structure and biogenesis"
queG,ra-sector,epoxyqueuosine reductase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1600,no,,,"Translation, ribosomal structure and biogenesis"
racC,s-sector,Rac prophage; protein RacC,,,,CP,,notdefined,notdefined,,no,,,notdefined
racR,s-sector,Rac prophage; DNA-binding transcriptional repressor RacR,,,,CP,,notdefined,notdefined,,no,,,Defense mechanisms
radA,r-sector,DNA recombination protein,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1066,no,,,"Posttranslational modification, protein turnover, chaperones"
radD,a-sector,putative DNA repair helicase RadD,,,,CP,,notdefined,KL,COG1061,no,,,notdefined
raiA,s-sector,stationary phase translation inhibitor and ribosome stability factor,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1544,yes,,,"Translation, ribosomal structure and biogenesis"
ralR,rca-sector,Rac prophage; endodeoxyribonuclease toxin RalR,,,,CP,,notdefined,notdefined,,no,,,notdefined
rapA,r-sector,RNA polymerase-binding ATPase and RNAP recycling factor,,,,CP,,notdefined,KL,COG0553,no,,,notdefined
rapZ,s-sector,RNase adaptor protein,,,,CP,,Signal transduction mechanisms,T,COG1660,no,,,Signal transduction mechanisms
rarA,a-sector,recombination factor,,,,CP,,"Replication, recombination and repair",L,COG2256,no,,,"Replication, recombination and repair"
rarD,rca-sector,putative transporter RarD,,,,IM,other,Function unknown,S,COG2962,no,,,Function unknown
ratA,ra-sector,ribosome association toxin RatA,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2867,no,,,"Translation, ribosomal structure and biogenesis"
ratB,ra-sector,,,,,CP,,Defense mechanisms,V,COG2914,no,,,Defense mechanisms
ravA,a-sector,regulatory ATPase RavA,,,,CP,,General function prediction only,R,COG0714,no,,,General function prediction only
rayT,s-sector,REP-associated tyrosine transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG1943,no,,,"Mobilome: prophages, transposons"
rbbA,rca-sector,ribosome-associated ATPase,,,,IM,membrane protein,Defense mechanisms,V,COG0842,no,,,Defense mechanisms
